epoch,epoch_loss,lie_loss,lmi_loss,eta_loss
0,737340.2998401904,1.4790603637682143e-11,-291.91374967167997,0.0
1,227053.40583408956,6.2850293545968494e-12,-292.9005190127385,0.0
2,224186.53092084295,6.198430223952611e-12,-293.8697571386495,0.0
3,222230.43135985517,5.847523420338119e-12,-294.81135836556246,0.0
4,217216.75405266677,5.6931711948926544e-12,-295.71692632186097,0.0
5,215653.15106527435,5.550334931242462e-12,-296.585838291803,0.0
6,213162.10025623353,5.5010891675255635e-12,-297.4189890124582,0.0
7,207621.0785795869,5.314357461039254e-12,-298.2173464554629,0.0
8,207004.69453072298,5.198303593134668e-12,-298.979499077063,0.0
9,202296.32471484234,4.838141172414101e-12,-299.70942859944427,0.0
10,198799.08960125071,4.853757586825713e-12,-300.41077449981873,0.0
11,195613.90390140197,4.449626431202169e-12,-301.08200486938773,0.0
12,191225.19637191994,4.21095883856859e-12,-301.7278504825261,0.0
13,184902.1149568638,4.019236332641896e-12,-302.3430600722356,0.0
14,182819.99860015133,3.7170678861275785e-12,-302.9349495813933,0.0
15,177438.109084203,3.836195684031596e-12,-303.50136730362186,0.0
16,172307.08103244452,3.544094271529241e-12,-304.04490751490624,0.0
17,168124.25902731734,3.4507084689661127e-12,-304.5642325935651,0.0
18,162098.64580535924,3.2887373380141582e-12,-305.06058451700824,0.0
19,156027.80922722962,3.2949190251208016e-12,-305.53246335456186,0.0
20,151480.36839411553,3.156811617666122e-12,-305.9771209142538,0.0
21,147447.74320538092,3.279839941305873e-12,-306.4024993079146,0.0
22,140002.39993059577,3.248812677214552e-12,-306.80218344728144,0.0
23,133682.94883409527,3.5406920451119817e-12,-307.17674851452716,0.0
24,128086.9612808977,3.4942018896366722e-12,-307.5288784035241,0.0
25,122112.83998698731,3.640465966875395e-12,-307.85184162626524,0.0
26,114641.78204878763,3.76200936721971e-12,-308.149794185665,0.0
27,108346.2910376492,4.231800240089845e-12,-308.4162863116235,0.0
28,100580.70291417598,4.494169359575695e-12,-308.6543300466425,0.0
29,90840.21198093581,4.7992920401696004e-12,-308.85389358090305,0.0
30,82769.40540980017,5.201518469416522e-12,-309.0256912727503,0.0
31,73084.60032801052,5.586673051255486e-12,-309.1646106648441,0.0
32,68981.19524865372,6.348010225115663e-12,-309.2735131401163,0.0
33,59211.883760791694,6.885961852803879e-12,-309.34715110117213,0.0
34,53359.97604191331,7.367630377314027e-12,-309.3831627062862,0.0
35,45576.47551574837,8.199305817635505e-12,-309.3873980484715,0.0
36,42737.566119200084,8.68530464562256e-12,-309.361636409818,0.0
37,36170.43885551421,9.158485168164754e-12,-309.30506765298173,0.0
38,33893.05933977556,9.689977986671039e-12,-309.2194921427842,0.0
39,29226.49884506342,1.0118866682062855e-11,-309.09526052704894,0.0
40,26876.08620605974,1.0655172924534106e-11,-308.925866755424,0.0
41,24672.587832385696,1.1134539470991633e-11,-308.7323988098859,0.0
42,21455.655644316055,1.1574785834661538e-11,-308.5325879675697,0.0
43,20065.561204716134,1.2088411868727e-11,-308.2924869567119,0.0
44,17681.411653544772,1.2512739976100473e-11,-308.03273486910757,0.0
45,16562.63385104514,1.2725993002449254e-11,-307.7769558991173,0.0
46,15269.34117371117,1.316155648009576e-11,-307.5004577970326,0.0
47,14371.207388175133,1.3442079914438576e-11,-307.23259735648793,0.0
48,13370.30006961312,1.3973036703390784e-11,-306.97411712308406,0.0
49,13106.800309463555,1.41209205786752e-11,-306.6989891399337,0.0
50,11061.244805305214,1.442477821217425e-11,-306.44953753974016,0.0
51,11157.150563667416,1.463441780952257e-11,-306.25309710498306,0.0
52,10426.55269002542,1.4937162184230912e-11,-306.05228590726927,0.0
53,9356.870005288773,1.5158856808694665e-11,-305.86675527268886,0.0
54,9860.122932471731,1.527466131009958e-11,-305.7342000791951,0.0
55,7383.767705043401,1.561516107390082e-11,-305.65197191932003,0.0
56,7461.950904756463,1.584828232190083e-11,-305.6296246027226,0.0
57,7382.9393189575685,1.6070665197903677e-11,-305.5726452898637,0.0
58,7523.428386979509,1.6199590714000012e-11,-305.5552370071674,0.0
59,6475.508712042923,1.6425451276891323e-11,-305.5641506578422,0.0
60,6601.052819329832,1.6616080473347283e-11,-305.6161496890437,0.0
61,6205.721717086022,1.6895458122834217e-11,-305.6435435502295,0.0
62,6083.377589905571,1.6864847626058e-11,-305.6944750892787,0.0
63,4998.178347134618,1.7264084693074944e-11,-305.7553124020578,0.0
64,5581.209386413127,1.724643344802601e-11,-305.8325804964368,0.0
65,5460.73912922474,1.7427502149724994e-11,-305.8942397790294,0.0
66,4222.0601617012035,1.7680373224499002e-11,-305.9699975217385,0.0
67,4877.31921183758,1.782494030849735e-11,-306.0308502061564,0.0
68,4606.031001124442,1.7863851023425248e-11,-306.0661877276149,0.0
69,4736.2802066098975,1.787670792646745e-11,-306.1226500873122,0.0
70,5196.464361796996,1.8002468873262734e-11,-306.1881142421245,0.0
71,4344.207944345177,1.808144085846397e-11,-306.24395859510014,0.0
72,4069.591422625029,1.8231247241040638e-11,-306.2969943444322,0.0
73,3916.114317673052,1.853288312744783e-11,-306.3783419512999,0.0
74,3843.2625482748986,1.8431492443404807e-11,-306.4444341481528,0.0
75,3633.3114552181087,1.8602188366079186e-11,-306.48463971430994,0.0
76,3525.8521256973327,1.8700109603170256e-11,-306.55735567293044,0.0
77,3555.031188151919,1.8741792406212765e-11,-306.6117272409656,0.0
78,2781.8881622782465,1.903382399609521e-11,-306.6868553303865,0.0
79,3113.84724820631,1.9023741349571965e-11,-306.7561718797015,0.0
80,3046.4662004590323,1.9067599929534218e-11,-306.8147045244225,0.0
81,2726.4785378787446,1.9286839486598595e-11,-306.8923646981349,0.0
82,2345.818798524939,1.939511572179864e-11,-306.9726462445581,0.0
83,2977.673253435801,1.9489163755048722e-11,-307.0522130168777,0.0
84,2674.2145907528425,1.9675284838871487e-11,-307.1134198005663,0.0
85,2351.5421739916633,1.9822315230205723e-11,-307.1844309064595,0.0
86,2392.8339699670987,1.975631941028566e-11,-307.25236732325646,0.0
87,2485.1726950549223,1.986601161352297e-11,-307.31870028340626,0.0
88,1947.1232919121876,1.9995928524085826e-11,-307.39759773048127,0.0
89,2401.716726466819,1.988436325317533e-11,-307.4651691564518,0.0
90,2385.8937853744183,1.9943764521801466e-11,-307.5239603744006,0.0
91,2116.4860876126,2.0181996698842575e-11,-307.58152022431335,0.0
92,2061.5277776132702,1.9934072188060314e-11,-307.6404017451577,0.0
93,1964.2875559055753,2.0256656595163403e-11,-307.7069786291497,0.0
94,2032.4377263290648,2.0270372186326213e-11,-307.7707851780373,0.0
95,1948.573291273343,2.019725445917553e-11,-307.82446206901415,0.0
96,1948.428089779942,2.0424428207738154e-11,-307.8774033438098,0.0
97,1716.6448904823583,2.046748361073103e-11,-307.9395825795564,0.0
98,1600.6032011055022,2.0615630296622056e-11,-308.01373491704146,0.0
99,1987.8203492756695,2.0402053744345006e-11,-308.07464593743373,0.0
