epoch,epoch_loss,lie_loss,lmi_loss,eta_loss
80,4500.179812310416,1.7832161528646973e-11,-316.52998913376405,0.0
81,4793.242005092933,1.7711163698835852e-11,-316.59562558258364,0.0
82,4211.511024802523,1.800131441478947e-11,-316.6594701866256,0.0
83,4074.008399700563,1.7877377096048308e-11,-316.72737865569167,0.0
84,3906.942904473214,1.8121836063006436e-11,-316.8042535320233,0.0
85,3380.9822066472975,1.825312904296661e-11,-316.8914358025714,0.0
86,3562.876534754993,1.8242798764667167e-11,-316.9700642822691,0.0
87,3660.898537087712,1.8329277332029825e-11,-317.05386457972105,0.0
88,3436.8002379194227,1.8374590477626684e-11,-317.12511300896443,0.0
89,3157.6185714847047,1.8392414327661477e-11,-317.20674784274144,0.0
90,3169.0855701128903,1.8599119206569314e-11,-317.2930333856781,0.0
91,3065.441992976645,1.8583661953036623e-11,-317.3770689010286,0.0
92,2989.701458468542,1.8640778590844898e-11,-317.4650294897269,0.0
93,2845.357638222724,1.874552856689915e-11,-317.5399168716814,0.0
94,2770.632228914761,1.883218277501375e-11,-317.6291434447786,0.0
95,2671.574651934299,1.8963253710369e-11,-317.7135366211008,0.0
96,2781.3818685904766,1.8973436970853852e-11,-317.7915031388294,0.0
97,3099.3282984785155,1.8928110381150054e-11,-317.86537614139996,0.0
98,2584.0949833600775,1.9073495820948194e-11,-317.9429237792097,0.0
99,2489.121994730753,1.915467567545348e-11,-318.0284230471015,0.0
